concept,title,true_score,false_score,ground_truth,confidence,unc_mean_logprobs,unc_mean_probs,unc_min_prob,unc_min_logprob,unc_median_prob,unc_median_logprobs,unc_PPL,unc_var_prob,unc_var_logprob,unc_entropy,unc_log_likelihood,unc_sqrt_normalized_log_likelihood,unc_mean_logprobs_no_stopwords,unc_mean_probs_no_stopwords,unc_min_prob_no_stopwords,unc_min_logprob_no_stopwords,unc_median_prob_no_stopwords,unc_median_logprobs_no_stopwords,unc_PPL_no_stopwords,unc_var_prob_no_stopwords,unc_var_logprob_no_stopwords,unc_entropy_no_stopwords,unc_log_likelihood_no_stopwords,unc_sqrt_normalized_log_likelihood_no_stopwords
Leonardo da Vinci was an Italian polymath.,Leonardo da Vinci,0.999087046196142,0.0,1.0,0.999087046196142,-1.2014169406878257,0.5351471276026258,0.0076220207607090576,-4.876713752746582,0.3966450439561815,-0.9248841404914856,3.3248246660015486,0.15661026018746727,2.0036526799398717,1.969370804291402,-14.417003288253909,-4.161830364690557,-1.1357686295494205,0.591192977504316,0.0076220207607090576,-4.876713752746582,0.6706119982091903,-0.4856063425540924,3.11356580208635,0.1654728097222014,2.3097755396650648,1.347093719473941,-11.357686295494204,-3.591615764344188
Leonardo da Vinci is often considered one of the greatest painters of all time.,Leonardo da Vinci,0.9982776389691072,0.0,1.0,0.9982776389691072,-0.8491791563670918,0.650766403192225,0.004489016108257288,-5.406121730804443,0.7779970155492211,-0.25103259086608887,2.3377271556973356,0.13002544556547108,1.744165088153553,2.8380796691369388,-16.134403970974745,-3.7014861275652766,-0.8108285119724314,0.6683202686228141,0.004489016108257288,-5.406121730804443,0.7779970155492211,-0.25103259086608887,2.249771177087559,0.11974385348998982,1.8584426280212734,2.258878521704943,-12.162427679586472,-3.140325323499368
Leonardo da Vinci is often considered one of the greatest sculptors of all time.,Leonardo da Vinci,0.0,0.9790811873833462,0.0,0.9790811873833462,-1.2630644229556263,0.6304747481673803,0.00013247643748322147,-8.929105758666992,0.7779956243833924,-0.25103437900543213,3.536241439887735,0.14417656506366183,4.9992050425124255,2.534710108116072,-23.9982240361569,-5.5055701788450895,-1.387775478347127,0.6166712846462443,0.00013247643748322147,-8.929105758666992,0.7779956243833924,-0.25103437900543213,4.0059288584923225,0.14423675929141241,5.897756710912647,2.0789554244674173,-20.816632175206905,-5.374831315913454
Leonardo da Vinci is often considered one of the greatest architects of all time.,Leonardo da Vinci,0.0,0.9537108115833588,0.0,0.9537108115833588,-1.1883270687249023,0.6256312712289614,0.0006368506358740772,-7.358975410461426,0.7779935376393137,-0.251037061214447,3.2815867436390658,0.1444547428182956,3.8438639927331817,2.5847097462169186,-22.578214305773145,-5.179797604445762,-1.2819399254609987,0.6178613384734606,0.0006368506358740772,-7.358975410461426,0.7779935376393137,-0.251037061214447,3.603623710561864,0.14504529328888072,4.475361064990844,2.0652896238374625,-19.22909888191498,-4.9649319821488245
Leonardo da Vinci is often considered one of the greatest musicians of all time.,Leonardo da Vinci,0.0,0.9939822602657103,0.0,0.9939822602657103,-1.392045556947576,0.6121190580830025,4.441685275749166e-05,-10.021891593933105,0.7684647281570474,-0.26343752443790436,4.023071062818862,0.1462141114890088,6.174328800476183,2.4908671109606635,-25.056820025056368,-5.905949118229413,-1.5609415060004852,0.5931949114056946,4.441685275749166e-05,-10.021891593933105,0.7684647281570474,-0.26343752443790436,4.763303813746885,0.14627287810356857,7.425011418369276,2.025015070258808,-21.853181084006792,-5.840508316248756
Leonardo da Vinci is often considered one of the greatest mathematicians of all time.,Leonardo da Vinci,0.0,0.983960176288885,0.0,0.983960176288885,-0.9746723844849233,0.668332244890347,0.004355923053488241,-5.436218738555908,0.8689837765716798,-0.14043082296848297,2.650298789733131,0.144138820625096,2.6290969828400654,2.4960397890543566,-20.46812007418339,-4.466509979685263,-1.0096240196105688,0.66990757031727,0.004355923053488241,-5.436218738555908,0.8689837765716798,-0.14043082296848297,2.744568916914549,0.1449612591747793,2.928969152122213,1.9907888723217098,-17.16360833337967,-4.162786475015052
Leonardo da Vinci is often considered one of the greatest engineers of all time.,Leonardo da Vinci,0.984160799652054,0.0,1.0,0.984160799652054,-1.2964589728944702,0.6135550893062207,0.00024435165513564015,-8.316902160644531,0.7924833580200793,-0.23275086283683777,3.6563265659542883,0.1477397337894014,4.695831262052299,2.4603406290171423,-23.336261512100464,-5.500409587582959,-1.4316383563875985,0.5993110560357852,0.00024435165513564015,-8.316902160644531,0.7924833580200793,-0.23275086283683777,4.185551001756747,0.1488994011370175,5.575425301909644,1.9589427762995595,-20.04293698942638,-5.356700231366562
Leonardo da Vinci is often considered one of the greatest inventors of all time.,Leonardo da Vinci,0.990816529027028,0.0,1.0,0.990816529027028,-1.1588880762528309,0.6291432379252024,0.0010354871156372806,-6.872883319854736,0.7851127650493241,-0.24192792177200317,3.1863882847998446,0.14621884602521637,3.548220633773712,2.528331938238476,-22.018873448803788,-5.051476011260348,-1.2431441545078996,0.6232077584415286,0.0010354871156372806,-6.872883319854736,0.7851127650493241,-0.24192792177200317,3.4664955459229807,0.1472963707925997,4.109759731131394,2.0024168439895873,-18.647162317618495,-4.814676607344195
Leonardo da Vinci is often considered one of the greatest anatomists of all time.,Leonardo da Vinci,0.9961679780073216,0.0,1.0,0.9961679780073216,-1.3267171534404043,0.6425227474361282,1.2180098523888025e-05,-11.315707206726074,0.7914748553495486,-0.23392953723669052,3.768651154321699,0.14055210625727657,6.922839974042058,2.6436137006698748,-26.534343068808084,-5.933259484015525,-0.7995283857822263,0.6768157369769464,0.004489011827199961,-5.40612268447876,0.8009964973520454,-0.22189870476722717,2.224491579211823,0.12102635955601383,1.8702356074667361,2.1680771986542036,-11.992925786733394,-3.0965601229546613
Leonardo da Vinci is often considered one of the greatest geologists of all time.,Leonardo da Vinci,0.0,0.9872535292427904,0.0,0.9872535292427904,-1.4260335326069158,0.597018805399513,1.7408808560634523e-05,-10.958534240722656,0.7779952070341289,-0.2510349154472351,4.162157345867022,0.1421293379421125,6.748050463183117,2.8658330851885534,-27.0946371195314,-6.215936058733859,-1.588785674009705,0.578000485568261,1.7408808560634523e-05,-10.958534240722656,0.7779952070341289,-0.2510349154472351,4.897797792593759,0.1408994793079575,8.065632240297317,2.3755623228092597,-23.831785110145574,-6.153340456132513
